"LocalFile","ContentHubAssetId","DamId","PublicLinkId","PublicUrl","RelativeUrl","ImageFieldXml","Brand","AssetType","UsageTag","MetadataStatus"
"brother-logo.png","103746","ttgHy3GkSSy_dXtu0bltIA","103748","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/817db3cf8a20462fa960218661a61890","817db3cf8a20462fa960218661a61890","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/817db3cf8a20462fa960218661a61890"" dam-id=""ttgHy3GkSSy_dXtu0bltIA"" alt=""brother-logo"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"business-solutions-tech-abstract.jpg","103958","ywP7EVztQUOVWEeh4Ceqhw","103962","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/eb2dc263427b45dfbc9e29b0420cce2a","eb2dc263427b45dfbc9e29b0420cce2a","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/eb2dc263427b45dfbc9e29b0420cce2a"" dam-id=""ywP7EVztQUOVWEeh4Ceqhw"" alt=""business-solutions-tech-abstract"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"campaign-at-your-side.jpg","103819","6MqAX2maQjOpa6pcZRS-_g","103824","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/33e984b8ed114a21b8118ebc58e91025","33e984b8ed114a21b8118ebc58e91025","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/33e984b8ed114a21b8118ebc58e91025"" dam-id=""6MqAX2maQjOpa6pcZRS-_g"" alt=""campaign-at-your-side"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"category-managed-print-service.jpg","103834","-TiH4166RYmdHo9SpFlnRA","103836","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/16d40a1e908746988f71a7c5f4becb0d","16d40a1e908746988f71a7c5f4becb0d","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/16d40a1e908746988f71a7c5f4becb0d"" dam-id=""-TiH4166RYmdHo9SpFlnRA"" alt=""category-managed-print-service"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"category-office-labelling.jpg","103847","ZqnB_0UyRDejAZJfQF0kdg","103853","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","22c4718f5b134ecdbbd9c6838ce00a0e","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e"" dam-id=""ZqnB_0UyRDejAZJfQF0kdg"" alt=""category-office-labelling"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"lifestyle-home-office-desk.jpg","103810","Y39Wu6IrQTGwfpSATf2p2g","103814","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/478c5aaa485b4fdf98b7a12f7ac006c8","478c5aaa485b4fdf98b7a12f7ac006c8","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/478c5aaa485b4fdf98b7a12f7ac006c8"" dam-id=""Y39Wu6IrQTGwfpSATf2p2g"" alt=""lifestyle-home-office-desk"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"mps-peace-of-mind-celebration.jpg","103942","JTf6GqbET2KLVFPF4vu-ng","103944","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a3ab2da529de4413b533eee5001c3f69","a3ab2da529de4413b533eee5001c3f69","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a3ab2da529de4413b533eee5001c3f69"" dam-id=""JTf6GqbET2KLVFPF4vu-ng"" alt=""mps-peace-of-mind-celebration"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"mps-time-efficiency-hero.jpg","103928","37nLxg0HRmmkofB8w5jpQg","103930","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e26db4ec001b4d06a0db77357c4502aa","e26db4ec001b4d06a0db77357c4502aa","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e26db4ec001b4d06a0db77357c4502aa"" dam-id=""37nLxg0HRmmkofB8w5jpQg"" alt=""mps-time-efficiency-hero"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"mps-visitor-badge-city-journey.jpg","103920","5NTh0z9-SWWfzMx2_FSVEg","103922","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/23f588acfcfb4a0ea0208b07387df321","23f588acfcfb4a0ea0208b07387df321","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/23f588acfcfb4a0ea0208b07387df321"" dam-id=""5NTh0z9-SWWfzMx2_FSVEg"" alt=""mps-visitor-badge-city-journey"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"office-visitor-badge-maria-thomas.jpg","103970","8IJrrcmOQ6eZ07d9sTDqPg","103972","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b07b3db7c77441489297bb00e073d769","b07b3db7c77441489297bb00e073d769","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b07b3db7c77441489297bb00e073d769"" dam-id=""8IJrrcmOQ6eZ07d9sTDqPg"" alt=""office-visitor-badge-maria-thomas"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"persona-business-commuter-city.jpg","103899","iJBQHeZiRlKCvt5mElCgmA","103901","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/309894628d7d4beda0029ae78093fad4","309894628d7d4beda0029ae78093fad4","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/309894628d7d4beda0029ae78093fad4"" dam-id=""iJBQHeZiRlKCvt5mElCgmA"" alt=""persona-business-commuter-city"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"persona-izzy-marketing-office.jpg","103867","IWUd39zkT_e42sVdW5koAA","103869","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/0e497a0bfb7144189e7db0027b779e86","0e497a0bfb7144189e7db0027b779e86","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/0e497a0bfb7144189e7db0027b779e86"" dam-id=""IWUd39zkT_e42sVdW5koAA"" alt=""persona-izzy-marketing-office"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"persona-jack-cafe-laptop.jpg","103875","dTd6sWdARfG-OLD3PbKaPQ","103880","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/0e8c4c7ae8334341ab4c9556f7328ac7","0e8c4c7ae8334341ab4c9556f7328ac7","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/0e8c4c7ae8334341ab4c9556f7328ac7"" dam-id=""dTd6sWdARfG-OLD3PbKaPQ"" alt=""persona-jack-cafe-laptop"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"persona-jack-cafe-laptop-alt.jpg","103884","dv5TubedT--D5n3NhiTWUw","103894","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/dc270b6c889c47ef84e15e1970771cba","dc270b6c889c47ef84e15e1970771cba","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/dc270b6c889c47ef84e15e1970771cba"" dam-id=""dv5TubedT--D5n3NhiTWUw"" alt=""persona-jack-cafe-laptop-alt"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"product-vc-500w.jpg","103753","WJPs7yvfTzOeRc62TQnsSA","103755","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/ac8967c80c3148c493e18ea460265c21","ac8967c80c3148c493e18ea460265c21","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/ac8967c80c3148c493e18ea460265c21"" dam-id=""WJPs7yvfTzOeRc62TQnsSA"" alt=""product-vc-500w"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"product-vc-500w-auto-cutter.jpg","103794","0zkdBAyPQYiNlcesy_nSmA","103798","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2d19e842edd24ca88331469c5faf1c4d","2d19e842edd24ca88331469c5faf1c4d","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2d19e842edd24ca88331469c5faf1c4d"" dam-id=""0zkdBAyPQYiNlcesy_nSmA"" alt=""product-vc-500w-auto-cutter"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"product-vc-500w-colour-labels.jpg","103771","QKBdluJySPSInqACrd9yfg","103774","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/14c8750de8814f39b4e396c92b37092c","14c8750de8814f39b4e396c92b37092c","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/14c8750de8814f39b4e396c92b37092c"" dam-id=""QKBdluJySPSInqACrd9yfg"" alt=""product-vc-500w-colour-labels"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"product-vc-500w-five-widths.jpg","103779","b6PnwpDtT2GONEMMOEiXZw","103784","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2edcfbde701f4d908d867ced6e931e5a","2edcfbde701f4d908d867ced6e931e5a","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2edcfbde701f4d908d867ced6e931e5a"" dam-id=""b6PnwpDtT2GONEMMOEiXZw"" alt=""product-vc-500w-five-widths"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"product-vc-500w-with-laptop.jpg","103762","T6NciubgQii6Qwfn7NA7Vw","103764","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","e3ef5869a8d14fd7987473d81f9a0bc1","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1"" dam-id=""T6NciubgQii6Qwfn7NA7Vw"" alt=""product-vc-500w-with-laptop"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"promo-abstract-blue-blocks.jpg","104028","Fv5eBMMJTfmelmQjwt1I6w","104030","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a6609ac1caab42f8bd7efe0ebf32f385","a6609ac1caab42f8bd7efe0ebf32f385","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a6609ac1caab42f8bd7efe0ebf32f385"" dam-id=""Fv5eBMMJTfmelmQjwt1I6w"" alt=""promo-abstract-blue-blocks"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"promo-at-your-side-human-robot-heart.jpg","103986","2ZhSkmnhRRCEjYitycI-ag","103988","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/dd488ea45ba549b6a09b1da892f0a763","dd488ea45ba549b6a09b1da892f0a763","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/dd488ea45ba549b6a09b1da892f0a763"" dam-id=""2ZhSkmnhRRCEjYitycI-ag"" alt=""promo-at-your-side-human-robot-heart"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"promo-hero-wide-deck-photo.jpg","104044","VX70HJXmT-6YzLEn0CybEw","104046","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/21aa6d25ff21426ea6ceec7c9e5db14d","21aa6d25ff21426ea6ceec7c9e5db14d","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/21aa6d25ff21426ea6ceec7c9e5db14d"" dam-id=""VX70HJXmT-6YzLEn0CybEw"" alt=""promo-hero-wide-deck-photo"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"promo-innovation-waveform.jpg","104007","bwAjQR5DR7i08nthdzy-hA","104011","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/33c1bb429e4f4e55b7be12ffafc4f08d","33c1bb429e4f4e55b7be12ffafc4f08d","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/33c1bb429e4f4e55b7be12ffafc4f08d"" dam-id=""bwAjQR5DR7i08nthdzy-hA"" alt=""promo-innovation-waveform"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"promo-sitecore-ai-brain-circuit.jpg","104016","2e-mfjkMTb22Ym4U1QLv2Q","104018","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/704bada900f7426d9a941e152230ad65","704bada900f7426d9a941e152230ad65","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/704bada900f7426d9a941e152230ad65"" dam-id=""2e-mfjkMTb22Ym4U1QLv2Q"" alt=""promo-sitecore-ai-brain-circuit"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-banner-ecopro-ink-lifestyle.jpg","105511","g5InxyrIS1i-vMT0dcVKGw","105513","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d773719c9cb8425296d7647a4c743f24","d773719c9cb8425296d7647a4c743f24","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d773719c9cb8425296d7647a4c743f24"" dam-id=""g5InxyrIS1i-vMT0dcVKGw"" alt=""web-banner-ecopro-ink-lifestyle"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-banner-laser-printers-category.webp","105518","2ZXtPX3HQGyoEvvtHmE0uw","105520","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/c8eb6ec4400745da8add4a620b19d62d","c8eb6ec4400745da8add4a620b19d62d","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/c8eb6ec4400745da8add4a620b19d62d"" dam-id=""2ZXtPX3HQGyoEvvtHmE0uw"" alt=""web-banner-laser-printers-category"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-banner-mps-generic.webp","105583","J3Y2SJiISKalTsMVuj-dZw","105585","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/442f69d5d9d24acb9fbe62e539e8703b","442f69d5d9d24acb9fbe62e539e8703b","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/442f69d5d9d24acb9fbe62e539e8703b"" dam-id=""J3Y2SJiISKalTsMVuj-dZw"" alt=""web-banner-mps-generic"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-banner-vc500w-crystals.webp","105525","6cNELAGtTzGaIfHQUOEadg","105527","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b0ef1027de2a454484a74008dba67154","b0ef1027de2a454484a74008dba67154","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b0ef1027de2a454484a74008dba67154"" dam-id=""6cNELAGtTzGaIfHQUOEadg"" alt=""web-banner-vc500w-crystals"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-cz-1003-2.jpg","104051","JwWcP9NsRcmMXBgpRfHHHQ","104058","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/25d61f95297e40ea89f28f863d3e541e","25d61f95297e40ea89f28f863d3e541e","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/25d61f95297e40ea89f28f863d3e541e"" dam-id=""JwWcP9NsRcmMXBgpRfHHHQ"" alt=""web-cz-1003-2"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-cz-1003-3.jpg","104067","B5Fr4G0gTj-aGEmTWcbfPg","104069","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/890ee3b1d3c3490fa8e7459ed25e6447","890ee3b1d3c3490fa8e7459ed25e6447","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/890ee3b1d3c3490fa8e7459ed25e6447"" dam-id=""B5Fr4G0gTj-aGEmTWcbfPg"" alt=""web-cz-1003-3"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-cz-1003-4.jpg","104082","LSArkp1ORuGM_g16EvJ1Vw","104084","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/08e2f0f6642347058fdc4c5a0dd3ca91","08e2f0f6642347058fdc4c5a0dd3ca91","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/08e2f0f6642347058fdc4c5a0dd3ca91"" dam-id=""LSArkp1ORuGM_g16EvJ1Vw"" alt=""web-cz-1003-4"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-cz-1003-main.jpg","104097","hfAR8FxGReyKLWO_CexV0A","104102","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d702404b952f46cc86fde9fe619d1777","d702404b952f46cc86fde9fe619d1777","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d702404b952f46cc86fde9fe619d1777"" dam-id=""hfAR8FxGReyKLWO_CexV0A"" alt=""web-cz-1003-main"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-feature-why-choose-mps.webp","105591","9tUnzpoTSIuUaGhTy2igqg","105593","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/098980781384472c86775795da53fcfa","098980781384472c86775795da53fcfa","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/098980781384472c86775795da53fcfa"" dam-id=""9tUnzpoTSIuUaGhTy2igqg"" alt=""web-feature-why-choose-mps"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-home-sustainability.jpg","105534","cwtnIGCJSFS6rZy_MT163A","105536","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e7f1794bcb254d77b5c4bd6842f1301e","e7f1794bcb254d77b5c4bd6842f1301e","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e7f1794bcb254d77b5c4bd6842f1301e"" dam-id=""cwtnIGCJSFS6rZy_MT163A"" alt=""web-home-sustainability"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-automatic-delivery.jpg","104113","sOfPpo9jSHeYn5IQ9F1dcw","104117","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/5830bc9a97df458ea5ab2f14b7918f86","5830bc9a97df458ea5ab2f14b7918f86","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/5830bc9a97df458ea5ab2f14b7918f86"" dam-id=""sOfPpo9jSHeYn5IQ9F1dcw"" alt=""web-mps-automatic-delivery"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-cancel.jpg","104121","5WdbneNrReWgzdqzElpHRg","104123","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d3abb0286a2d41aaa3da6a8277712f82","d3abb0286a2d41aaa3da6a8277712f82","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d3abb0286a2d41aaa3da6a8277712f82"" dam-id=""5WdbneNrReWgzdqzElpHRg"" alt=""web-mps-essential-cancel"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-hero.jpg","104131","TYOftvavSIOVUqM_GvmBYw","104137","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e7c9094ba1e34dc6a3d70449dc48b3fb","e7c9094ba1e34dc6a3d70449dc48b3fb","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e7c9094ba1e34dc6a3d70449dc48b3fb"" dam-id=""TYOftvavSIOVUqM_GvmBYw"" alt=""web-mps-essential-hero"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-intro.jpg","104145","LWA6BHWpS_eKiCjOZP2ALQ","104147","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/fde42cc318f94ec9957a7424d21f8834","fde42cc318f94ec9957a7424d21f8834","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/fde42cc318f94ec9957a7424d21f8834"" dam-id=""LWA6BHWpS_eKiCjOZP2ALQ"" alt=""web-mps-essential-intro"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-plans.png","104160","W2exZqpFS028L_110z2D_A","104162","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/24ea7cc7f4164417876b48d21548c610","24ea7cc7f4164417876b48d21548c610","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/24ea7cc7f4164417876b48d21548c610"" dam-id=""W2exZqpFS028L_110z2D_A"" alt=""web-mps-essential-plans"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-purchase.jpg","104167","LNgGvuYaTVe8MsvjkckJ2A","104172","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","8c1c0fc813344a4eb60c08d7552c48c1","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1"" dam-id=""LNgGvuYaTVe8MsvjkckJ2A"" alt=""web-mps-essential-purchase"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-recycling.jpg","104176","yixAB3ulSY-mQeLl-wt9XA","104182","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/c06ce84389794eb585e4dea2d4139385","c06ce84389794eb585e4dea2d4139385","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/c06ce84389794eb585e4dea2d4139385"" dam-id=""yixAB3ulSY-mQeLl-wt9XA"" alt=""web-mps-essential-recycling"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-save-time.jpg","104189","MSIY9brAQxOR8hInw_OPHQ","104191","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b57b50e7db9d488dbf94a9d7311a56d8","b57b50e7db9d488dbf94a9d7311a56d8","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b57b50e7db9d488dbf94a9d7311a56d8"" dam-id=""MSIY9brAQxOR8hInw_OPHQ"" alt=""web-mps-essential-save-time"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
"web-mps-essential-security.jpg","104198","ZNc-YT2NTsWUsX4joXz9xA","104206","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/62a896b6beac44c7a9ae201fa9acd72d","62a896b6beac44c7a9ae201fa9acd72d","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/62a896b6beac44c7a9ae201fa9acd72d"" dam-id=""ZNc-YT2NTsWUsX4joXz9xA"" alt=""web-mps-essential-security"" dam-content-type=""Image"" />","Brother","Social Media Asset","Used in CMS","Applied"
